t,d_1,d_2,d_3,d_4,d_5,d_6,d_7,d_8,d_9,d_10,d_11,d_12,d_13,d_14,d_15,d_16,d_17,d_18,d_19,d_20,d_21,d_22,d_23,d_24,d_25,d_26,d_27,d_28,d_29,d_30,d_31,d_32,d_33,d_34,d_35,d_36,d_37,d_38,d_39,d_40,d_41,d_42,d_43,d_44,d_45,d_46,d_47,d_48,d_49,d_50,d_51,d_52,d_53,d_54,d_55,d_56,d_57,d_58,d_59,d_60,d_61,d_62,d_63,d_64,d_65,d_66,d_67,d_68,d_69,d_70,d_71,d_72,d_73
45,85.2,76.3,141.3,58.3,56.1,107.7,98.7,134.6,136.8,152.5,0.0,0.0,208.6,152.5,249.0,78.5,0.0,262.4,143.5,100.9,0.0,0.0,0.0,0.0,85.2,76.3,141.3,58.3,56.1,107.7,98.7,134.6,136.8,152.5,0.0,0.0,208.6,152.5,249.0,78.5,0.0,262.4,143.5,100.9,0.0,0.0,0.0,0.0,85.2,76.3,141.3,58.3,56.1,107.7,98.7,134.6,136.8,152.5,0.0,0.0,208.6,152.5,249.0,78.5,0.0,262.4,143.5,100.9,0.0,0.0,0.0,0.0,0.0
46,75.0,67.1,124.3,51.3,49.3,94.7,86.8,118.4,120.3,134.1,0.0,0.0,183.5,134.1,219.0,69.0,0.0,230.8,126.3,88.8,0.0,0.0,0.0,0.0,75.0,67.1,124.3,51.3,49.3,94.7,86.8,118.4,120.3,134.1,0.0,0.0,183.5,134.1,219.0,69.0,0.0,230.8,126.3,88.8,0.0,0.0,0.0,0.0,75.0,67.1,124.3,51.3,49.3,94.7,86.8,118.4,120.3,134.1,0.0,0.0,183.5,134.1,219.0,69.0,0.0,230.8,126.3,88.8,0.0,0.0,0.0,0.0,0.0
47,64.7,57.9,107.3,44.3,42.6,81.7,74.9,102.1,103.9,115.8,0.0,0.0,158.3,115.8,189.0,59.6,0.0,199.2,109.0,76.6,0.0,0.0,0.0,0.0,64.7,57.9,107.3,44.3,42.6,81.7,74.9,102.1,103.9,115.8,0.0,0.0,158.3,115.8,189.0,59.6,0.0,199.2,109.0,76.6,0.0,0.0,0.0,0.0,64.7,57.9,107.3,44.3,42.6,81.7,74.9,102.1,103.9,115.8,0.0,0.0,158.3,115.8,189.0,59.6,0.0,199.2,109.0,76.6,0.0,0.0,0.0,0.0,0.0
48,67.4,60.3,111.8,46.1,44.4,85.2,78.1,106.5,108.2,120.7,0.0,0.0,165.0,120.7,197.0,62.1,0.0,207.6,113.6,79.8,0.0,0.0,0.0,0.0,67.4,60.3,111.8,46.1,44.4,85.2,78.1,106.5,108.2,120.7,0.0,0.0,165.0,120.7,197.0,62.1,0.0,207.6,113.6,79.8,0.0,0.0,0.0,0.0,67.4,60.3,111.8,46.1,44.4,85.2,78.1,106.5,108.2,120.7,0.0,0.0,165.0,120.7,197.0,62.1,0.0,207.6,113.6,79.8,0.0,0.0,0.0,0.0,0.0
49,63.4,56.7,105.1,43.4,41.7,80.1,73.4,100.1,101.8,113.5,0.0,0.0,155.2,113.5,185.2,58.4,0.0,195.2,106.8,75.1,0.0,0.0,0.0,0.0,63.4,56.7,105.1,43.4,41.7,80.1,73.4,100.1,101.8,113.5,0.0,0.0,155.2,113.5,185.2,58.4,0.0,195.2,106.8,75.1,0.0,0.0,0.0,0.0,63.4,56.7,105.1,43.4,41.7,80.1,73.4,100.1,101.8,113.5,0.0,0.0,155.2,113.5,185.2,58.4,0.0,195.2,106.8,75.1,0.0,0.0,0.0,0.0,0.0
50,60.4,54.0,100.1,41.3,39.7,76.3,69.9,95.3,96.9,108.1,0.0,0.0,147.8,108.1,176.4,55.6,0.0,185.9,101.7,71.5,0.0,0.0,0.0,0.0,60.4,54.0,100.1,41.3,39.7,76.3,69.9,95.3,96.9,108.1,0.0,0.0,147.8,108.1,176.4,55.6,0.0,185.9,101.7,71.5,0.0,0.0,0.0,0.0,60.4,54.0,100.1,41.3,39.7,76.3,69.9,95.3,96.9,108.1,0.0,0.0,147.8,108.1,176.4,55.6,0.0,185.9,101.7,71.5,0.0,0.0,0.0,0.0,0.0
51,59.4,53.1,98.4,40.6,39.1,75.0,68.8,93.8,95.3,106.3,0.0,0.0,145.3,106.3,173.4,54.7,0.0,182.8,100.0,70.3,0.0,0.0,0.0,0.0,59.4,53.1,98.4,40.6,39.1,75.0,68.8,93.8,95.3,106.3,0.0,0.0,145.3,106.3,173.4,54.7,0.0,182.8,100.0,70.3,0.0,0.0,0.0,0.0,59.4,53.1,98.4,40.6,39.1,75.0,68.8,93.8,95.3,106.3,0.0,0.0,145.3,106.3,173.4,54.7,0.0,182.8,100.0,70.3,0.0,0.0,0.0,0.0,0.0
52,59.4,53.1,98.4,40.6,39.1,75.0,68.8,93.8,95.3,106.3,0.0,0.0,145.3,106.3,173.4,54.7,0.0,182.8,100.0,70.3,0.0,0.0,0.0,0.0,59.4,53.1,98.4,40.6,39.1,75.0,68.8,93.8,95.3,106.3,0.0,0.0,145.3,106.3,173.4,54.7,0.0,182.8,100.0,70.3,0.0,0.0,0.0,0.0,59.4,53.1,98.4,40.6,39.1,75.0,68.8,93.8,95.3,106.3,0.0,0.0,145.3,106.3,173.4,54.7,0.0,182.8,100.0,70.3,0.0,0.0,0.0,0.0,0.0
53,60.4,54.0,100.1,41.3,39.7,76.3,69.9,95.3,96.9,108.1,0.0,0.0,147.8,108.1,176.4,55.6,0.0,185.9,101.7,71.5,0.0,0.0,0.0,0.0,60.4,54.0,100.1,41.3,39.7,76.3,69.9,95.3,96.9,108.1,0.0,0.0,147.8,108.1,176.4,55.6,0.0,185.9,101.7,71.5,0.0,0.0,0.0,0.0,60.4,54.0,100.1,41.3,39.7,76.3,69.9,95.3,96.9,108.1,0.0,0.0,147.8,108.1,176.4,55.6,0.0,185.9,101.7,71.5,0.0,0.0,0.0,0.0,0.0
54,74.5,66.6,123.5,51.0,49.0,94.1,86.2,117.6,119.5,133.3,0.0,0.0,182.3,133.3,217.5,68.6,0.0,229.3,125.4,88.2,0.0,0.0,0.0,0.0,74.5,66.6,123.5,51.0,49.0,94.1,86.2,117.6,119.5,133.3,0.0,0.0,182.3,133.3,217.5,68.6,0.0,229.3,125.4,88.2,0.0,0.0,0.0,0.0,74.5,66.6,123.5,51.0,49.0,94.1,86.2,117.6,119.5,133.3,0.0,0.0,182.3,133.3,217.5,68.6,0.0,229.3,125.4,88.2,0.0,0.0,0.0,0.0,0.0
55,86.5,77.4,143.5,59.2,56.9,109.3,100.2,136.7,138.9,154.9,0.0,0.0,211.8,154.9,252.8,79.7,0.0,266.5,145.8,102.5,0.0,0.0,0.0,0.0,86.5,77.4,143.5,59.2,56.9,109.3,100.2,136.7,138.9,154.9,0.0,0.0,211.8,154.9,252.8,79.7,0.0,266.5,145.8,102.5,0.0,0.0,0.0,0.0,86.5,77.4,143.5,59.2,56.9,109.3,100.2,136.7,138.9,154.9,0.0,0.0,211.8,154.9,252.8,79.7,0.0,266.5,145.8,102.5,0.0,0.0,0.0,0.0,0.0
56,95.6,85.5,158.5,65.4,62.9,120.8,110.7,151.0,153.5,171.1,0.0,0.0,234.0,171.1,279.3,88.1,0.0,294.4,161.0,113.2,0.0,0.0,0.0,0.0,95.6,85.5,158.5,65.4,62.9,120.8,110.7,151.0,153.5,171.1,0.0,0.0,234.0,171.1,279.3,88.1,0.0,294.4,161.0,113.2,0.0,0.0,0.0,0.0,95.6,85.5,158.5,65.4,62.9,120.8,110.7,151.0,153.5,171.1,0.0,0.0,234.0,171.1,279.3,88.1,0.0,294.4,161.0,113.2,0.0,0.0,0.0,0.0,0.0
57,96.6,86.4,160.2,66.1,63.6,122.0,111.9,152.5,155.1,172.9,0.0,0.0,236.4,172.9,282.2,89.0,0.0,297.5,162.7,114.4,0.0,0.0,0.0,0.0,96.6,86.4,160.2,66.1,63.6,122.0,111.9,152.5,155.1,172.9,0.0,0.0,236.4,172.9,282.2,89.0,0.0,297.5,162.7,114.4,0.0,0.0,0.0,0.0,96.6,86.4,160.2,66.1,63.6,122.0,111.9,152.5,155.1,172.9,0.0,0.0,236.4,172.9,282.2,89.0,0.0,297.5,162.7,114.4,0.0,0.0,0.0,0.0,0.0
58,96.6,86.4,160.2,66.1,63.6,122.0,111.9,152.5,155.1,172.9,0.0,0.0,236.4,172.9,282.2,89.0,0.0,297.5,162.7,114.4,0.0,0.0,0.0,0.0,96.6,86.4,160.2,66.1,63.6,122.0,111.9,152.5,155.1,172.9,0.0,0.0,236.4,172.9,282.2,89.0,0.0,297.5,162.7,114.4,0.0,0.0,0.0,0.0,96.6,86.4,160.2,66.1,63.6,122.0,111.9,152.5,155.1,172.9,0.0,0.0,236.4,172.9,282.2,89.0,0.0,297.5,162.7,114.4,0.0,0.0,0.0,0.0,0.0
59,95.6,85.5,158.5,65.4,62.9,120.8,110.7,151.0,153.5,171.1,0.0,0.0,234.0,171.1,279.3,88.1,0.0,294.4,161.0,113.2,0.0,0.0,0.0,0.0,95.6,85.5,158.5,65.4,62.9,120.8,110.7,151.0,153.5,171.1,0.0,0.0,234.0,171.1,279.3,88.1,0.0,294.4,161.0,113.2,0.0,0.0,0.0,0.0,95.6,85.5,158.5,65.4,62.9,120.8,110.7,151.0,153.5,171.1,0.0,0.0,234.0,171.1,279.3,88.1,0.0,294.4,161.0,113.2,0.0,0.0,0.0,0.0,0.0
60,95.6,85.5,158.5,65.4,62.9,120.8,110.7,151.0,153.5,171.1,0.0,0.0,234.0,171.1,279.3,88.1,0.0,294.4,161.0,113.2,0.0,0.0,0.0,0.0,95.6,85.5,158.5,65.4,62.9,120.8,110.7,151.0,153.5,171.1,0.0,0.0,234.0,171.1,279.3,88.1,0.0,294.4,161.0,113.2,0.0,0.0,0.0,0.0,95.6,85.5,158.5,65.4,62.9,120.8,110.7,151.0,153.5,171.1,0.0,0.0,234.0,171.1,279.3,88.1,0.0,294.4,161.0,113.2,0.0,0.0,0.0,0.0,0.0
61,95.6,85.5,158.5,65.4,62.9,120.8,110.7,151.0,153.5,171.1,0.0,0.0,234.0,171.1,279.3,88.1,0.0,294.4,161.0,113.2,0.0,0.0,0.0,0.0,95.6,85.5,158.5,65.4,62.9,120.8,110.7,151.0,153.5,171.1,0.0,0.0,234.0,171.1,279.3,88.1,0.0,294.4,161.0,113.2,0.0,0.0,0.0,0.0,95.6,85.5,158.5,65.4,62.9,120.8,110.7,151.0,153.5,171.1,0.0,0.0,234.0,171.1,279.3,88.1,0.0,294.4,161.0,113.2,0.0,0.0,0.0,0.0,0.0
62,93.6,83.7,155.2,64.0,61.6,118.2,108.4,147.8,150.2,167.5,0.0,0.0,229.1,167.5,273.4,86.2,0.0,288.2,157.6,110.8,0.0,0.0,0.0,0.0,93.6,83.7,155.2,64.0,61.6,118.2,108.4,147.8,150.2,167.5,0.0,0.0,229.1,167.5,273.4,86.2,0.0,288.2,157.6,110.8,0.0,0.0,0.0,0.0,93.6,83.7,155.2,64.0,61.6,118.2,108.4,147.8,150.2,167.5,0.0,0.0,229.1,167.5,273.4,86.2,0.0,288.2,157.6,110.8,0.0,0.0,0.0,0.0,0.0
63,94.6,84.6,156.8,64.7,62.2,119.5,109.5,149.4,151.9,169.3,0.0,0.0,231.5,169.3,276.3,87.1,0.0,291.3,159.3,112.0,0.0,0.0,0.0,0.0,94.6,84.6,156.8,64.7,62.2,119.5,109.5,149.4,151.9,169.3,0.0,0.0,231.5,169.3,276.3,87.1,0.0,291.3,159.3,112.0,0.0,0.0,0.0,0.0,94.6,84.6,156.8,64.7,62.2,119.5,109.5,149.4,151.9,169.3,0.0,0.0,231.5,169.3,276.3,87.1,0.0,291.3,159.3,112.0,0.0,0.0,0.0,0.0,0.0
64,99.6,89.1,165.2,68.2,65.5,125.8,115.4,157.3,159.9,178.3,0.0,0.0,243.8,178.3,291.0,91.8,0.0,306.8,167.8,118.0,0.0,0.0,0.0,0.0,99.6,89.1,165.2,68.2,65.5,125.8,115.4,157.3,159.9,178.3,0.0,0.0,243.8,178.3,291.0,91.8,0.0,306.8,167.8,118.0,0.0,0.0,0.0,0.0,99.6,89.1,165.2,68.2,65.5,125.8,115.4,157.3,159.9,178.3,0.0,0.0,243.8,178.3,291.0,91.8,0.0,306.8,167.8,118.0,0.0,0.0,0.0,0.0,0.0
65,100.6,90.0,166.8,68.9,66.2,127.1,116.5,158.9,161.5,180.1,0.0,0.0,246.3,180.1,294.0,92.7,0.0,309.9,169.5,119.2,0.0,0.0,0.0,0.0,100.6,90.0,166.8,68.9,66.2,127.1,116.5,158.9,161.5,180.1,0.0,0.0,246.3,180.1,294.0,92.7,0.0,309.9,169.5,119.2,0.0,0.0,0.0,0.0,100.6,90.0,166.8,68.9,66.2,127.1,116.5,158.9,161.5,180.1,0.0,0.0,246.3,180.1,294.0,92.7,0.0,309.9,169.5,119.2,0.0,0.0,0.0,0.0,0.0
66,100.6,90.0,166.8,68.9,66.2,127.1,116.5,158.9,161.5,180.1,0.0,0.0,246.3,180.1,294.0,92.7,0.0,309.9,169.5,119.2,0.0,0.0,0.0,0.0,100.6,90.0,166.8,68.9,66.2,127.1,116.5,158.9,161.5,180.1,0.0,0.0,246.3,180.1,294.0,92.7,0.0,309.9,169.5,119.2,0.0,0.0,0.0,0.0,100.6,90.0,166.8,68.9,66.2,127.1,116.5,158.9,161.5,180.1,0.0,0.0,246.3,180.1,294.0,92.7,0.0,309.9,169.5,119.2,0.0,0.0,0.0,0.0,0.0
67,96.6,86.4,160.2,66.1,63.6,122.0,111.9,152.5,155.1,172.9,0.0,0.0,236.4,172.9,282.2,89.0,0.0,297.5,162.7,114.4,0.0,0.0,0.0,0.0,96.6,86.4,160.2,66.1,63.6,122.0,111.9,152.5,155.1,172.9,0.0,0.0,236.4,172.9,282.2,89.0,0.0,297.5,162.7,114.4,0.0,0.0,0.0,0.0,96.6,86.4,160.2,66.1,63.6,122.0,111.9,152.5,155.1,172.9,0.0,0.0,236.4,172.9,282.2,89.0,0.0,297.5,162.7,114.4,0.0,0.0,0.0,0.0,0.0
68,91.6,81.9,151.8,62.7,60.2,115.7,106.0,144.6,147.0,163.9,0.0,0.0,224.1,163.9,267.5,84.3,0.0,282.0,154.2,108.4,0.0,0.0,0.0,0.0,91.6,81.9,151.8,62.7,60.2,115.7,106.0,144.6,147.0,163.9,0.0,0.0,224.1,163.9,267.5,84.3,0.0,282.0,154.2,108.4,0.0,0.0,0.0,0.0,91.6,81.9,151.8,62.7,60.2,115.7,106.0,144.6,147.0,163.9,0.0,0.0,224.1,163.9,267.5,84.3,0.0,282.0,154.2,108.4,0.0,0.0,0.0,0.0,0.0
69,83.5,74.7,138.5,57.2,55.0,105.5,96.7,131.9,134.1,149.5,0.0,0.0,204.4,149.5,244.0,76.9,0.0,257.2,140.7,98.9,0.0,0.0,0.0,0.0,83.5,74.7,138.5,57.2,55.0,105.5,96.7,131.9,134.1,149.5,0.0,0.0,204.4,149.5,244.0,76.9,0.0,257.2,140.7,98.9,0.0,0.0,0.0,0.0,83.5,74.7,138.5,57.2,55.0,105.5,96.7,131.9,134.1,149.5,0.0,0.0,204.4,149.5,244.0,76.9,0.0,257.2,140.7,98.9,0.0,0.0,0.0,0.0,0.0
70,73.5,65.7,121.8,50.3,48.3,92.8,85.1,116.0,117.9,131.5,0.0,0.0,179.8,131.5,214.6,67.7,0.0,226.2,123.7,87.0,0.0,0.0,0.0,0.0,73.5,65.7,121.8,50.3,48.3,92.8,85.1,116.0,117.9,131.5,0.0,0.0,179.8,131.5,214.6,67.7,0.0,226.2,123.7,87.0,0.0,0.0,0.0,0.0,73.5,65.7,121.8,50.3,48.3,92.8,85.1,116.0,117.9,131.5,0.0,0.0,179.8,131.5,214.6,67.7,0.0,226.2,123.7,87.0,0.0,0.0,0.0,0.0,0.0
71,63.4,56.7,105.1,43.4,41.7,80.1,73.4,100.1,101.8,113.5,0.0,0.0,155.2,113.5,185.2,58.4,0.0,195.2,106.8,75.1,0.0,0.0,0.0,0.0,63.4,56.7,105.1,43.4,41.7,80.1,73.4,100.1,101.8,113.5,0.0,0.0,155.2,113.5,185.2,58.4,0.0,195.2,106.8,75.1,0.0,0.0,0.0,0.0,63.4,56.7,105.1,43.4,41.7,80.1,73.4,100.1,101.8,113.5,0.0,0.0,155.2,113.5,185.2,58.4,0.0,195.2,106.8,75.1,0.0,0.0,0.0,0.0,0.0
72,66.1,59.1,109.5,45.2,43.5,83.4,76.5,104.3,106.0,118.2,0.0,0.0,161.6,118.2,192.9,60.8,0.0,203.4,111.2,78.2,0.0,0.0,0.0,0.0,66.1,59.1,109.5,45.2,43.5,83.4,76.5,104.3,106.0,118.2,0.0,0.0,161.6,118.2,192.9,60.8,0.0,203.4,111.2,78.2,0.0,0.0,0.0,0.0,66.1,59.1,109.5,45.2,43.5,83.4,76.5,104.3,106.0,118.2,0.0,0.0,161.6,118.2,192.9,60.8,0.0,203.4,111.2,78.2,0.0,0.0,0.0,0.0,0.0
73,62.1,55.6,103.0,42.5,40.9,78.5,71.9,98.1,99.7,111.1,0.0,0.0,152.0,111.1,181.4,57.2,0.0,191.2,104.6,73.5,0.0,0.0,0.0,0.0,62.1,55.6,103.0,42.5,40.9,78.5,71.9,98.1,99.7,111.1,0.0,0.0,152.0,111.1,181.4,57.2,0.0,191.2,104.6,73.5,0.0,0.0,0.0,0.0,62.1,55.6,103.0,42.5,40.9,78.5,71.9,98.1,99.7,111.1,0.0,0.0,152.0,111.1,181.4,57.2,0.0,191.2,104.6,73.5,0.0,0.0,0.0,0.0,0.0
74,59.1,52.9,98.1,40.5,38.9,74.7,68.5,93.4,95.0,105.8,0.0,0.0,144.8,105.8,172.8,54.5,0.0,182.1,99.6,70.0,0.0,0.0,0.0,0.0,59.1,52.9,98.1,40.5,38.9,74.7,68.5,93.4,95.0,105.8,0.0,0.0,144.8,105.8,172.8,54.5,0.0,182.1,99.6,70.0,0.0,0.0,0.0,0.0,59.1,52.9,98.1,40.5,38.9,74.7,68.5,93.4,95.0,105.8,0.0,0.0,144.8,105.8,172.8,54.5,0.0,182.1,99.6,70.0,0.0,0.0,0.0,0.0,0.0
75,58.2,52.0,96.4,39.8,38.3,73.5,67.3,91.8,93.4,104.1,0.0,0.0,142.3,104.1,169.9,53.6,0.0,179.1,98.0,68.9,0.0,0.0,0.0,0.0,58.2,52.0,96.4,39.8,38.3,73.5,67.3,91.8,93.4,104.1,0.0,0.0,142.3,104.1,169.9,53.6,0.0,179.1,98.0,68.9,0.0,0.0,0.0,0.0,58.2,52.0,96.4,39.8,38.3,73.5,67.3,91.8,93.4,104.1,0.0,0.0,142.3,104.1,169.9,53.6,0.0,179.1,98.0,68.9,0.0,0.0,0.0,0.0,0.0
76,58.2,52.0,96.4,39.8,38.3,73.5,67.3,91.8,93.4,104.1,0.0,0.0,142.3,104.1,169.9,53.6,0.0,179.1,98.0,68.9,0.0,0.0,0.0,0.0,58.2,52.0,96.4,39.8,38.3,73.5,67.3,91.8,93.4,104.1,0.0,0.0,142.3,104.1,169.9,53.6,0.0,179.1,98.0,68.9,0.0,0.0,0.0,0.0,58.2,52.0,96.4,39.8,38.3,73.5,67.3,91.8,93.4,104.1,0.0,0.0,142.3,104.1,169.9,53.6,0.0,179.1,98.0,68.9,0.0,0.0,0.0,0.0,0.0
77,59.1,52.9,98.1,40.5,38.9,74.7,68.5,93.4,95.0,105.8,0.0,0.0,144.8,105.8,172.8,54.5,0.0,182.1,99.6,70.0,0.0,0.0,0.0,0.0,59.1,52.9,98.1,40.5,38.9,74.7,68.5,93.4,95.0,105.8,0.0,0.0,144.8,105.8,172.8,54.5,0.0,182.1,99.6,70.0,0.0,0.0,0.0,0.0,59.1,52.9,98.1,40.5,38.9,74.7,68.5,93.4,95.0,105.8,0.0,0.0,144.8,105.8,172.8,54.5,0.0,182.1,99.6,70.0,0.0,0.0,0.0,0.0,0.0
78,73.0,65.3,120.9,49.9,48.0,92.1,84.5,115.2,117.1,130.5,0.0,0.0,178.5,130.5,213.1,67.2,0.0,224.6,122.9,86.4,0.0,0.0,0.0,0.0,73.0,65.3,120.9,49.9,48.0,92.1,84.5,115.2,117.1,130.5,0.0,0.0,178.5,130.5,213.1,67.2,0.0,224.6,122.9,86.4,0.0,0.0,0.0,0.0,73.0,65.3,120.9,49.9,48.0,92.1,84.5,115.2,117.1,130.5,0.0,0.0,178.5,130.5,213.1,67.2,0.0,224.6,122.9,86.4,0.0,0.0,0.0,0.0,0.0
79,84.8,75.9,140.6,58.0,55.8,107.1,98.2,133.9,136.1,151.7,0.0,0.0,207.5,151.7,247.6,78.1,0.0,261.0,142.8,100.4,0.0,0.0,0.0,0.0,84.8,75.9,140.6,58.0,55.8,107.1,98.2,133.9,136.1,151.7,0.0,0.0,207.5,151.7,247.6,78.1,0.0,261.0,142.8,100.4,0.0,0.0,0.0,0.0,84.8,75.9,140.6,58.0,55.8,107.1,98.2,133.9,136.1,151.7,0.0,0.0,207.5,151.7,247.6,78.1,0.0,261.0,142.8,100.4,0.0,0.0,0.0,0.0,0.0
80,93.7,83.8,155.3,64.1,61.6,118.3,108.4,147.9,150.3,167.6,0.0,0.0,229.2,167.6,273.6,86.3,0.0,288.4,157.7,110.9,0.0,0.0,0.0,0.0,93.7,83.8,155.3,64.1,61.6,118.3,108.4,147.9,150.3,167.6,0.0,0.0,229.2,167.6,273.6,86.3,0.0,288.4,157.7,110.9,0.0,0.0,0.0,0.0,93.7,83.8,155.3,64.1,61.6,118.3,108.4,147.9,150.3,167.6,0.0,0.0,229.2,167.6,273.6,86.3,0.0,288.4,157.7,110.9,0.0,0.0,0.0,0.0,0.0
81,94.6,84.7,156.9,64.8,62.3,119.5,109.6,149.4,151.9,169.4,0.0,0.0,231.6,169.4,276.4,87.2,0.0,291.4,159.4,112.1,0.0,0.0,0.0,0.0,94.6,84.7,156.9,64.8,62.3,119.5,109.6,149.4,151.9,169.4,0.0,0.0,231.6,169.4,276.4,87.2,0.0,291.4,159.4,112.1,0.0,0.0,0.0,0.0,94.6,84.7,156.9,64.8,62.3,119.5,109.6,149.4,151.9,169.4,0.0,0.0,231.6,169.4,276.4,87.2,0.0,291.4,159.4,112.1,0.0,0.0,0.0,0.0,0.0
82,94.6,84.7,156.9,64.8,62.3,119.5,109.6,149.4,151.9,169.4,0.0,0.0,231.6,169.4,276.4,87.2,0.0,291.4,159.4,112.1,0.0,0.0,0.0,0.0,94.6,84.7,156.9,64.8,62.3,119.5,109.6,149.4,151.9,169.4,0.0,0.0,231.6,169.4,276.4,87.2,0.0,291.4,159.4,112.1,0.0,0.0,0.0,0.0,94.6,84.7,156.9,64.8,62.3,119.5,109.6,149.4,151.9,169.4,0.0,0.0,231.6,169.4,276.4,87.2,0.0,291.4,159.4,112.1,0.0,0.0,0.0,0.0,0.0
83,93.7,83.8,155.3,64.1,61.6,118.3,108.4,147.9,150.3,167.6,0.0,0.0,229.2,167.6,273.6,86.3,0.0,288.4,157.7,110.9,0.0,0.0,0.0,0.0,93.7,83.8,155.3,64.1,61.6,118.3,108.4,147.9,150.3,167.6,0.0,0.0,229.2,167.6,273.6,86.3,0.0,288.4,157.7,110.9,0.0,0.0,0.0,0.0,93.7,83.8,155.3,64.1,61.6,118.3,108.4,147.9,150.3,167.6,0.0,0.0,229.2,167.6,273.6,86.3,0.0,288.4,157.7,110.9,0.0,0.0,0.0,0.0,0.0
84,93.7,83.8,155.3,64.1,61.6,118.3,108.4,147.9,150.3,167.6,0.0,0.0,229.2,167.6,273.6,86.3,0.0,288.4,157.7,110.9,0.0,0.0,0.0,0.0,93.7,83.8,155.3,64.1,61.6,118.3,108.4,147.9,150.3,167.6,0.0,0.0,229.2,167.6,273.6,86.3,0.0,288.4,157.7,110.9,0.0,0.0,0.0,0.0,93.7,83.8,155.3,64.1,61.6,118.3,108.4,147.9,150.3,167.6,0.0,0.0,229.2,167.6,273.6,86.3,0.0,288.4,157.7,110.9,0.0,0.0,0.0,0.0,0.0
85,93.7,83.8,155.3,64.1,61.6,118.3,108.4,147.9,150.3,167.6,0.0,0.0,229.2,167.6,273.6,86.3,0.0,288.4,157.7,110.9,0.0,0.0,0.0,0.0,93.7,83.8,155.3,64.1,61.6,118.3,108.4,147.9,150.3,167.6,0.0,0.0,229.2,167.6,273.6,86.3,0.0,288.4,157.7,110.9,0.0,0.0,0.0,0.0,93.7,83.8,155.3,64.1,61.6,118.3,108.4,147.9,150.3,167.6,0.0,0.0,229.2,167.6,273.6,86.3,0.0,288.4,157.7,110.9,0.0,0.0,0.0,0.0,0.0
86,91.7,82.0,152.0,62.7,60.3,115.8,106.2,144.8,147.2,164.1,0.0,0.0,224.4,164.1,267.8,84.4,0.0,282.3,154.4,108.6,0.0,0.0,0.0,0.0,91.7,82.0,152.0,62.7,60.3,115.8,106.2,144.8,147.2,164.1,0.0,0.0,224.4,164.1,267.8,84.4,0.0,282.3,154.4,108.6,0.0,0.0,0.0,0.0,91.7,82.0,152.0,62.7,60.3,115.8,106.2,144.8,147.2,164.1,0.0,0.0,224.4,164.1,267.8,84.4,0.0,282.3,154.4,108.6,0.0,0.0,0.0,0.0,0.0
87,92.7,82.9,153.6,63.4,61.0,117.1,107.3,146.3,148.8,165.8,0.0,0.0,226.8,165.8,270.7,85.4,0.0,285.3,156.1,109.7,0.0,0.0,0.0,0.0,92.7,82.9,153.6,63.4,61.0,117.1,107.3,146.3,148.8,165.8,0.0,0.0,226.8,165.8,270.7,85.4,0.0,285.3,156.1,109.7,0.0,0.0,0.0,0.0,92.7,82.9,153.6,63.4,61.0,117.1,107.3,146.3,148.8,165.8,0.0,0.0,226.8,165.8,270.7,85.4,0.0,285.3,156.1,109.7,0.0,0.0,0.0,0.0,0.0
88,97.6,87.3,161.8,66.8,64.2,123.3,113.0,154.1,156.7,174.6,0.0,0.0,238.9,174.6,285.1,89.9,0.0,300.5,164.4,115.6,0.0,0.0,0.0,0.0,97.6,87.3,161.8,66.8,64.2,123.3,113.0,154.1,156.7,174.6,0.0,0.0,238.9,174.6,285.1,89.9,0.0,300.5,164.4,115.6,0.0,0.0,0.0,0.0,97.6,87.3,161.8,66.8,64.2,123.3,113.0,154.1,156.7,174.6,0.0,0.0,238.9,174.6,285.1,89.9,0.0,300.5,164.4,115.6,0.0,0.0,0.0,0.0,0.0
89,98.6,88.2,163.4,67.5,64.9,124.5,114.1,155.7,158.3,176.4,0.0,0.0,241.3,176.4,288.0,90.8,0.0,303.5,166.0,116.7,0.0,0.0,0.0,0.0,98.6,88.2,163.4,67.5,64.9,124.5,114.1,155.7,158.3,176.4,0.0,0.0,241.3,176.4,288.0,90.8,0.0,303.5,166.0,116.7,0.0,0.0,0.0,0.0,98.6,88.2,163.4,67.5,64.9,124.5,114.1,155.7,158.3,176.4,0.0,0.0,241.3,176.4,288.0,90.8,0.0,303.5,166.0,116.7,0.0,0.0,0.0,0.0,0.0
90,98.6,88.2,163.4,67.5,64.9,124.5,114.1,155.7,158.3,176.4,0.0,0.0,241.3,176.4,288.0,90.8,0.0,303.5,166.0,116.7,0.0,0.0,0.0,0.0,98.6,88.2,163.4,67.5,64.9,124.5,114.1,155.7,158.3,176.4,0.0,0.0,241.3,176.4,288.0,90.8,0.0,303.5,166.0,116.7,0.0,0.0,0.0,0.0,98.6,88.2,163.4,67.5,64.9,124.5,114.1,155.7,158.3,176.4,0.0,0.0,241.3,176.4,288.0,90.8,0.0,303.5,166.0,116.7,0.0,0.0,0.0,0.0,0.0
